Date,SKEW,,
4/24/2012,118.36,,
4/25/2012,122.53,,
4/26/2012,121.03,,
4/27/2012,120.08,,
4/30/2012,119.83,,
5/1/2012,120.18,,
5/2/2012,119.94,,
5/3/2012,116.18,,
5/4/2012,115.83,,
5/7/2012,116.68,,
5/8/2012,117.23,,
5/9/2012,115.05,,
5/10/2012,115.11,,
5/11/2012,114.7,,
5/14/2012,119.18,,
5/15/2012,120.04,,
5/16/2012,118.47,,
5/17/2012,119.54,,
5/18/2012,119.28,,
5/21/2012,119.56,,
5/22/2012,119.31,,
5/23/2012,119.52,,
5/24/2012,120.64,,
5/25/2012,120.38,,
5/29/2012,122.39,,
5/30/2012,118.54,,
5/31/2012,119.32,,
6/1/2012,116.35,,
6/4/2012,116.66,,
6/5/2012,117.07,,
6/6/2012,119.66,,
6/7/2012,120.01,,
6/8/2012,122.09,,
6/11/2012,119.28,,
6/12/2012,121.82,,
6/13/2012,120.37,,
6/14/2012,115.05,,
6/15/2012,126.08,,
6/18/2012,121.2,,
6/19/2012,123.09,,
6/20/2012,122.06,,
6/21/2012,118.4,,
6/22/2012,116.37,,
6/25/2012,116.29,,
6/26/2012,114.69,,
6/27/2012,115.85,,
6/28/2012,116.9,,
6/29/2012,119.09,,
7/2/2012,118.89,,
7/3/2012,118.33,,
7/5/2012,117.91,,
7/6/2012,118.45,,
7/9/2012,119.62,,
7/10/2012,119.34,,
7/11/2012,117.3,,
7/12/2012,116.13,,
7/13/2012,119.13,,
7/16/2012,115.09,,
7/17/2012,117.22,,
7/18/2012,116.59,,
7/19/2012,114.19,,
7/20/2012,116.52,,
7/23/2012,120.26,,
7/24/2012,119.13,,
7/25/2012,118.58,,
7/26/2012,116.92,,
7/27/2012,114.4,,
7/30/2012,114.86,,
7/31/2012,113.99,,
8/1/2012,114.59,,
8/2/2012,114.35,,
8/3/2012,120.25,,
8/6/2012,114.79,,
8/7/2012,113.55,,
8/8/2012,115.36,,
8/9/2012,119.84,,
8/10/2012,117.89,,
8/13/2012,121.65,,
8/14/2012,122.05,,
8/15/2012,119.89,,
8/16/2012,121.94,,
8/17/2012,123.79,,
8/20/2012,125.84,,
8/21/2012,129.99,,
8/22/2012,125.32,,
8/23/2012,122.41,,
8/24/2012,123.74,,
8/27/2012,121.53,,
8/28/2012,120.28,,
8/29/2012,120.55,,
8/30/2012,119,,
8/31/2012,120.78,,
9/4/2012,119.59,,
9/5/2012,120.49,,
9/6/2012,119.31,,
9/7/2012,120.7,,
9/10/2012,122.37,,
9/11/2012,122.82,,
9/12/2012,123.38,,
9/13/2012,115.69,,
9/14/2012,117.26,,
9/17/2012,122.69,,
9/18/2012,127.38,,
9/19/2012,122.44,,
9/20/2012,128.03,,
9/21/2012,130.6,,
9/24/2012,129.12,,
9/25/2012,125.45,,
9/26/2012,124.06,,
9/27/2012,127.56,,
9/28/2012,125.87,,
10/1/2012,128.17,,
10/2/2012,127.1,,
10/3/2012,125.4,,
10/4/2012,120.39,,
10/5/2012,123.85,,
10/8/2012,122.06,,
10/9/2012,121.21,,
10/10/2012,120.46,,
10/11/2012,120.83,,
10/12/2012,120.97,,
10/15/2012,122.45,,
10/16/2012,122.52,,
10/17/2012,124.95,,
10/18/2012,124.58,,
10/19/2012,125.39,,
10/22/2012,122.99,,
10/23/2012,120.16,,
10/24/2012,119.33,,
10/25/2012,120.89,,
10/26/2012,119.31,,
10/31/2012,115.04,,
11/1/2012,117.85,,
11/2/2012,115.78,,
11/5/2012,115.52,,
11/6/2012,116.34,,
11/7/2012,116.1,,
11/8/2012,116.69,,
11/9/2012,115.4,,
11/12/2012,114.23,,
11/13/2012,114.81,,
11/14/2012,113.23,,
11/15/2012,113.65,,
11/16/2012,115.85,,
11/19/2012,113.46,,
11/20/2012,117.25,,
11/21/2012,116.62,,
11/23/2012,117.82,,
11/26/2012,116.96,,
11/27/2012,116.65,,
11/28/2012,116.12,,
11/29/2012,117.35,,
11/30/2012,117.07,,
12/3/2012,115.98,,
12/4/2012,115.31,,
12/5/2012,114.55,,
12/6/2012,115.74,,
12/7/2012,115.23,,
12/10/2012,114.77,,
12/11/2012,115.92,,
12/12/2012,116.49,,
12/13/2012,116.24,,
12/14/2012,118.92,,
12/17/2012,118.06,,
12/18/2012,117.86,,
12/19/2012,120.76,,
12/20/2012,124.47,,
12/21/2012,127.08,,
12/24/2012,124.47,,
12/26/2012,122.18,,
12/27/2012,119.6,,
12/28/2012,118.38,,
12/31/2012,121.27,,
1/2/2013,121.77,,
1/3/2013,117.93,,
1/4/2013,115.53,,
1/7/2013,116.78,,
1/8/2013,118.15,,
1/9/2013,117.89,,
1/10/2013,118.53,,
1/11/2013,119.14,,
1/14/2013,117.19,,
1/15/2013,120.9,,
1/16/2013,120.13,,
1/17/2013,120.53,,
1/18/2013,124.79,,
1/22/2013,126.73,,
1/23/2013,126.58,,
1/24/2013,125.47,,
1/25/2013,124.71,,
1/28/2013,122.95,,
1/29/2013,123.95,,
1/30/2013,121.92,,
1/31/2013,121.64,,
2/1/2013,122.55,,
2/4/2013,122.6,,
2/5/2013,123.22,,
2/6/2013,122.45,,
2/7/2013,125.35,,
2/8/2013,125.67,,
2/11/2013,125.53,,
2/12/2013,126.12,,
2/13/2013,126.68,,
2/14/2013,127.19,,
2/15/2013,130.46,,
2/19/2013,130.15,,
2/20/2013,124.47,,
2/21/2013,122.58,,
2/22/2013,125.37,,
2/25/2013,121.5,,
2/26/2013,122.92,,
2/27/2013,124.96,,
2/28/2013,126.86,,
3/1/2013,128.19,,
3/4/2013,128.65,,
3/5/2013,126.62,,
3/6/2013,124.73,,
3/7/2013,125.28,,
3/8/2013,124.46,,
3/11/2013,125.21,,
3/12/2013,128.66,,
3/13/2013,127.13,,
3/14/2013,128.96,,
3/15/2013,129.12,,
3/18/2013,126.17,,
3/19/2013,127.08,,
3/20/2013,123.73,,
3/21/2013,121.69,,
3/22/2013,122.18,,
3/25/2013,122.03,,
3/26/2013,122.47,,
3/27/2013,121.99,,
3/28/2013,122.93,,
4/1/2013,121.21,,
4/2/2013,122.84,,
4/3/2013,120.92,,
4/4/2013,120.79,,
4/5/2013,118.34,,
4/8/2013,119.21,,
4/9/2013,118.63,,
4/10/2013,118.34,,
4/11/2013,117.24,,
4/12/2013,117.84,,
4/15/2013,119.92,,
4/16/2013,124.1,,
4/17/2013,120.7,,
4/18/2013,121.28,,
4/19/2013,122.61,,
4/22/2013,120.52,,
4/23/2013,121.56,,
4/24/2013,119.84,,
4/25/2013,119.83,,
4/26/2013,118.86,,
4/29/2013,118.85,,
4/30/2013,119.05,,
5/1/2013,118.05,,
5/2/2013,117.95,,
5/3/2013,118.18,,
5/6/2013,116.93,,
5/7/2013,119.76,,
5/8/2013,117.35,,
5/9/2013,119.08,,
5/10/2013,117.97,,
5/13/2013,119.16,,
5/14/2013,116.16,,
5/15/2013,119.41,,
5/16/2013,121.22,,
5/17/2013,127.85,,
5/20/2013,117.67,,
5/21/2013,117.08,,
5/22/2013,117.16,,
5/23/2013,116.92,,
5/24/2013,118.17,,
5/28/2013,112.47,,
5/29/2013,116.2,,
5/30/2013,117.75,,
5/31/2013,119.51,,
6/3/2013,119.16,,
6/4/2013,116.87,,
6/5/2013,116.57,,
6/6/2013,117.64,,
6/7/2013,116.2,,
6/10/2013,116.2,,
6/11/2013,116.98,,
6/12/2013,115.56,,
6/13/2013,117.28,,
6/14/2013,116.29,,
6/17/2013,116.74,,
6/18/2013,118.7,,
6/19/2013,117.84,,
6/20/2013,117.52,,
6/21/2013,117.36,,
6/24/2013,116.08,,
6/25/2013,115.23,,
6/26/2013,115.81,,
6/27/2013,116.01,,
6/28/2013,116.53,,
7/1/2013,114.85,,
7/2/2013,115.22,,
7/3/2013,113.13,,
7/5/2013,117.12,,
7/8/2013,117.13,,
7/9/2013,115.19,,
7/10/2013,117.08,,
7/11/2013,115.53,,
7/12/2013,113.27,,
7/15/2013,114.42,,
7/16/2013,115.26,,
7/17/2013,115.27,,
7/18/2013,115.58,,
7/19/2013,113.07,,
7/22/2013,112.9,,
7/23/2013,113.14,,
7/24/2013,118.72,,
7/25/2013,117.85,,
7/26/2013,118.23,,
7/29/2013,118.93,,
7/30/2013,119.39,,
7/31/2013,117.85,,
8/1/2013,115.06,,
8/2/2013,116.89,,
8/5/2013,116.53,,
8/6/2013,119.09,,
8/7/2013,118.31,,
8/8/2013,118.47,,
8/9/2013,122.3,,
8/12/2013,115.44,,
8/13/2013,115.81,,
8/14/2013,119.33,,
8/15/2013,115.82,,
8/16/2013,117.21,,
8/19/2013,118.15,,
8/20/2013,118.07,,
8/21/2013,117.17,,
8/22/2013,119.21,,
8/23/2013,120.13,,
8/26/2013,118.69,,
8/27/2013,118.07,,
8/28/2013,117.51,,
8/29/2013,117.21,,
8/30/2013,117.48,,
9/3/2013,116.72,,
9/4/2013,116.97,,
9/5/2013,117.37,,
9/6/2013,118.67,,
9/9/2013,119,,
9/10/2013,119.94,,
9/11/2013,120.68,,
9/12/2013,119.67,,
9/13/2013,120.12,,
9/16/2013,118.84,,
9/17/2013,121.59,,
9/18/2013,114.22,,
9/19/2013,115.69,,
9/20/2013,115.87,,
9/23/2013,119.08,,
9/24/2013,119.31,,
9/25/2013,117.45,,
9/26/2013,122.03,,
9/27/2013,124.48,,
9/30/2013,123.46,,
10/1/2013,123.74,,
10/2/2013,123.52,,
10/3/2013,122.31,,
10/4/2013,123.98,,
10/7/2013,123.23,,
10/8/2013,120.72,,
10/9/2013,122.62,,
10/10/2013,120.25,,
10/11/2013,130.97,,
10/14/2013,129.14,,
10/15/2013,131.01,,
10/16/2013,125.24,,
10/17/2013,126.68,,
10/18/2013,131.35,,
10/21/2013,130.67,,
10/22/2013,129.17,,
10/23/2013,134.47,,
10/24/2013,135.42,,
10/25/2013,135.06,,
10/28/2013,133.27,,
10/29/2013,127.58,,
10/30/2013,127.95,,
10/31/2013,132.33,,
11/1/2013,129.84,,
11/4/2013,125.57,,
11/5/2013,122.98,,
11/6/2013,118.69,,
11/7/2013,123.83,,
11/8/2013,126.37,,
11/11/2013,125.55,,
11/12/2013,129.66,,
11/13/2013,131.01,,
11/14/2013,133.03,,
11/15/2013,133.46,,
11/18/2013,137.06,,
11/19/2013,133.62,,
11/20/2013,133.25,,
11/21/2013,124.63,,
11/22/2013,133.76,,
11/25/2013,134.23,,
11/26/2013,133.64,,
11/27/2013,133.82,,
11/29/2013,130.82,,
12/2/2013,131.64,,
12/3/2013,132.38,,
12/4/2013,131.63,,
12/5/2013,128.01,,
12/6/2013,132.32,,
12/9/2013,126.09,,
12/10/2013,126.68,,
12/11/2013,126.74,,
12/12/2013,125.09,,
12/13/2013,126.22,,
12/16/2013,128.21,,
12/17/2013,128.75,,
12/18/2013,135.58,,
12/19/2013,137.86,,
12/20/2013,143.2,,
12/23/2013,138.11,,
12/24/2013,137.88,,
12/26/2013,136.65,,
12/27/2013,136.72,,
12/30/2013,134.36,,
12/31/2013,133.63,,
1/2/2014,133.73,,
1/3/2014,134.46,,
1/6/2014,131.99,,
1/7/2014,129.1,,
1/8/2014,129.46,,
1/9/2014,130.87,,
1/10/2014,126.15,,
1/13/2014,130.59,,
1/14/2014,133.43,,
1/15/2014,132.69,,
1/16/2014,136.35,,
1/17/2014,139.62,,
1/21/2014,138.77,,
1/22/2014,138.92,,
1/23/2014,135.71,,
1/24/2014,131.61,,
1/27/2014,128.73,,
1/28/2014,128.3,,
1/29/2014,126.71,,
1/30/2014,127.91,,
1/31/2014,128.37,,
2/3/2014,126.17,,
2/4/2014,127.26,,
2/5/2014,127.79,,
2/6/2014,124.68,,
2/7/2014,129.01,,
2/10/2014,126.26,,
2/11/2014,126.7,,
2/12/2014,127.84,,
2/13/2014,128.57,,
2/14/2014,129.25,,
2/18/2014,124.25,,
2/19/2014,129.12,,
2/20/2014,134.37,,
2/21/2014,138.79,,
2/24/2014,134.47,,
2/25/2014,121.92,,
2/26/2014,132.22,,
2/27/2014,137.24,,
2/28/2014,137.17,,
3/3/2014,129.12,,
3/4/2014,131.65,,
3/5/2014,129.49,,
3/6/2014,133.46,,
3/7/2014,130.49,,
3/10/2014,131.35,,
3/11/2014,130.08,,
3/12/2014,132.33,,
3/13/2014,127.66,,
3/14/2014,126.26,,
3/17/2014,131.87,,
3/18/2014,129.37,,
3/19/2014,132.74,,
3/20/2014,134.02,,
3/21/2014,132.82,,
3/24/2014,132.7,,
3/25/2014,121.81,,
3/26/2014,119.05,,
3/27/2014,117.96,,
3/28/2014,124.98,,
3/31/2014,123.25,,
4/1/2014,128.08,,
4/2/2014,127.3,,
4/3/2014,128.13,,
4/4/2014,126.61,,
4/7/2014,123.92,,
4/8/2014,124.34,,
4/9/2014,130.79,,
4/10/2014,125.11,,
4/11/2014,122.59,,
4/14/2014,123.76,,
4/15/2014,129.24,,
4/16/2014,125.43,,
4/17/2014,127.93,,
4/21/2014,119.11,,
4/22/2014,126.51,,
4/23/2014,126.11,,
4/24/2014,124.79,,
4/25/2014,121.95,,
4/28/2014,123.69,,
4/29/2014,123.44,,
4/30/2014,124.53,,
5/1/2014,124.9,,
5/2/2014,124.13,,
5/5/2014,123.56,,
5/6/2014,121.18,,
5/7/2014,123.27,,
5/8/2014,123.93,,
5/9/2014,125.6,,
5/12/2014,125.28,,
5/13/2014,124.3,,
5/14/2014,122.75,,
5/15/2014,123.6,,
5/16/2014,127.23,,
5/19/2014,128.18,,
5/20/2014,127.47,,
5/21/2014,123.89,,
5/22/2014,123.68,,
5/23/2014,125.13,,
5/27/2014,123.64,,
5/28/2014,124.18,,
5/29/2014,125.81,,
5/30/2014,124.23,,
6/2/2014,123.33,,
6/3/2014,121.79,,
6/4/2014,121.48,,
6/5/2014,122.21,,
6/6/2014,122.88,,
6/9/2014,124.67,,
6/10/2014,125.38,,
6/11/2014,126.71,,
6/12/2014,127.82,,
6/13/2014,127.78,,
6/16/2014,127.67,,
6/17/2014,130.18,,
6/18/2014,129.53,,
6/19/2014,138.61,,
6/20/2014,143.26,,
6/23/2014,139.41,,
6/24/2014,134.65,,
6/25/2014,131.82,,
6/26/2014,132.81,,
6/27/2014,135.36,,
6/30/2014,139.35,,
7/1/2014,139.36,,
7/2/2014,140.37,,
7/3/2014,142.28,,
7/7/2014,137.76,,
7/8/2014,134.2,,
7/9/2014,135.8,,
7/10/2014,134.43,,
7/11/2014,138.74,,
7/14/2014,139.94,,
7/15/2014,136.92,,
7/16/2014,134.86,,
7/17/2014,131.65,,
7/18/2014,141.19,,
7/21/2014,138.75,,
7/22/2014,136.37,,
7/23/2014,132.55,,
7/24/2014,133.8,,
7/25/2014,135.26,,
7/28/2014,135.02,,
7/29/2014,132.35,,
7/30/2014,130.54,,
7/31/2014,128.71,,
8/1/2014,128.93,,
8/4/2014,126.86,,
8/5/2014,124.62,,
8/6/2014,124.41,,
8/7/2014,124.68,,
8/8/2014,120.36,,
8/11/2014,124.24,,
8/12/2014,123.69,,
8/13/2014,126.93,,
8/14/2014,132.46,,
8/15/2014,135.43,,
8/18/2014,138.46,,
8/19/2014,138.69,,
8/20/2014,135.46,,
8/21/2014,135.75,,
8/22/2014,135.1,,
8/25/2014,135.42,,
8/26/2014,133.54,,
8/27/2014,135.41,,
8/28/2014,137.95,,
8/29/2014,127.01,,
9/2/2014,131.72,,
9/3/2014,131.55,,
9/4/2014,130.15,,
9/5/2014,137.49,,
9/8/2014,132.91,,
9/9/2014,136.88,,
9/10/2014,130.53,,
9/11/2014,132.72,,
9/12/2014,127.37,,
9/15/2014,127.09,,
9/16/2014,126.81,,
9/17/2014,138.13,,
9/18/2014,142.1,,
9/19/2014,146.08,,
9/22/2014,139.85,,
9/23/2014,132.46,,
9/24/2014,126.9,,
9/25/2014,132.24,,
9/26/2014,130.49,,
9/29/2014,131.67,,
9/30/2014,127.73,,
10/1/2014,123.17,,
10/2/2014,125.35,,
10/3/2014,122.53,,
10/6/2014,126.96,,
10/7/2014,120.85,,
10/8/2014,128.08,,
10/9/2014,123.58,,
10/10/2014,130.82,,
10/13/2014,130.36,,
10/14/2014,127.78,,
10/15/2014,111.31,,
10/16/2014,127.97,,
10/17/2014,131.71,,
10/20/2014,120.62,,
10/21/2014,129.18,,
10/22/2014,127.04,,
10/23/2014,128.77,,
10/24/2014,125.57,,
10/27/2014,123.77,,
10/28/2014,127.56,,
10/29/2014,124.18,,
10/30/2014,121.02,,
10/31/2014,124.75,,
11/3/2014,124.64,,
11/4/2014,124.19,,
11/5/2014,125.66,,
11/6/2014,124.93,,
11/7/2014,127.08,,
11/10/2014,130.51,,
11/11/2014,127.11,,
11/12/2014,125.71,,
11/13/2014,128.96,,
11/14/2014,128.68,,
11/17/2014,123.69,,
11/18/2014,132.03,,
11/19/2014,124.66,,
11/20/2014,136.35,,
11/21/2014,138.46,,
11/24/2014,140.18,,
11/25/2014,126.27,,
11/26/2014,139.86,,
11/28/2014,131.89,,
12/1/2014,127.95,,
12/2/2014,121.64,,
12/3/2014,134.44,,
12/4/2014,128.73,,
12/5/2014,131.41,,
12/8/2014,137.62,,
12/9/2014,136.69,,
12/10/2014,130.88,,
12/11/2014,130.73,,
12/12/2014,131.47,,
12/15/2014,135.12,,
12/16/2014,131.21,,
12/17/2014,125.48,,
12/18/2014,126.24,,
12/19/2014,138.63,,
12/22/2014,136.61,,
12/23/2014,136.93,,
12/24/2014,135.65,,
12/26/2014,135.03,,
12/29/2014,127.6,,
12/30/2014,136.39,,
12/31/2014,133.84,,
1/2/2015,128.66,,
1/5/2015,127.79,,
1/6/2015,125.27,,
1/7/2015,123.56,,
1/8/2015,124.77,,
1/9/2015,121.69,,
1/12/2015,121.09,,
1/13/2015,122.2,,
1/14/2015,132.66,,
1/15/2015,120.77,,
1/16/2015,131.39,,
1/20/2015,123.63,,
1/21/2015,134.3,,
1/22/2015,139.13,,
1/23/2015,132.09,,
1/26/2015,135.02,,
1/27/2015,128.43,,
1/28/2015,123.76,,
1/29/2015,130.45,,
1/30/2015,125.36,,
2/2/2015,129.98,,
2/3/2015,129.78,,
2/4/2015,126.2,,
2/5/2015,127.54,,
2/6/2015,125.62,,
2/9/2015,129.85,,
2/10/2015,126.51,,
2/11/2015,128.39,,
2/12/2015,129.95,,
2/13/2015,126.04,,
2/17/2015,127.42,,
2/18/2015,127.42,,
2/19/2015,131.3,,
2/20/2015,125.24,,
2/23/2015,134.66,,
2/24/2015,136.26,,
2/25/2015,136.33,,
2/26/2015,126.2,,
2/27/2015,126.4,,
3/2/2015,126.01,,
3/3/2015,123.09,,
3/4/2015,127.89,,
3/5/2015,127.26,,
3/6/2015,124.65,,
3/9/2015,124.16,,
3/10/2015,123.53,,
3/11/2015,123.72,,
3/12/2015,121.53,,
3/13/2015,120.6,,
3/16/2015,122.83,,
3/17/2015,125.44,,
3/18/2015,128.51,,
3/19/2015,127.95,,
3/20/2015,131.09,,
3/23/2015,127.12,,
3/24/2015,126.82,,
3/25/2015,122.96,,
3/26/2015,122.86,,
3/27/2015,121.8,,
3/30/2015,122.69,,
3/31/2015,120.35,,
4/1/2015,120.76,,
4/2/2015,119.92,,
4/6/2015,120.05,,
4/7/2015,121.34,,
4/8/2015,124.24,,
4/9/2015,125.87,,
4/10/2015,127.22,,
4/13/2015,117.46,,
4/14/2015,123.64,,
4/15/2015,119.71,,
4/16/2015,120.37,,
4/17/2015,122.24,,
4/20/2015,124.16,,
4/21/2015,122.77,,
4/22/2015,124.07,,
4/23/2015,123.26,,
4/24/2015,119.95,,
4/27/2015,122.84,,
4/28/2015,124.02,,
4/29/2015,125.36,,
4/30/2015,115.96,,
5/1/2015,122.37,,
5/4/2015,121.68,,
5/5/2015,122.22,,
5/6/2015,119.74,,
5/7/2015,120.73,,
5/8/2015,122.93,,
5/11/2015,115.96,,
5/12/2015,123.92,,
5/13/2015,126.04,,
5/14/2015,127.63,,
5/15/2015,127.56,,
5/18/2015,126.91,,
5/19/2015,126.28,,
5/20/2015,125.01,,
5/21/2015,121.11,,
5/22/2015,124.86,,
5/26/2015,123.06,,
5/27/2015,123.6,,
5/28/2015,125.37,,
5/29/2015,122.5,,
6/1/2015,122.43,,
6/2/2015,121.17,,
6/3/2015,124.59,,
6/4/2015,121.98,,
6/5/2015,119.62,,
6/8/2015,118.33,,
6/9/2015,119.4,,
6/10/2015,120.83,,
6/11/2015,125.32,,
6/12/2015,119.26,,
6/15/2015,119.25,,
6/16/2015,120.23,,
6/17/2015,119.09,,
6/18/2015,120.17,,
6/19/2015,119.5,,
6/22/2015,120.52,,
6/23/2015,122.78,,
6/24/2015,119.52,,
6/25/2015,122.68,,
6/26/2015,123.07,,
6/29/2015,124.54,,
6/30/2015,123.88,,
7/1/2015,120.14,,
7/2/2015,121.52,,
7/6/2015,118.68,,
7/7/2015,117.37,,
7/8/2015,118.25,,
7/9/2015,120.34,,
7/10/2015,118.52,,
7/13/2015,121.57,,
7/14/2015,123.11,,
7/15/2015,123.06,,
7/16/2015,124.67,,
7/17/2015,127.91,,
7/20/2015,125.06,,
7/21/2015,124.9,,
7/22/2015,130.42,,
7/23/2015,123.18,,
7/24/2015,126.32,,
7/27/2015,126.67,,
7/28/2015,123.52,,
7/29/2015,121.03,,
7/30/2015,122.06,,
7/31/2015,124.2,,
8/3/2015,119.32,,
8/4/2015,119.79,,
8/5/2015,119.1,,
8/6/2015,126.09,,
8/7/2015,117.82,,
8/10/2015,121.54,,
8/11/2015,124.37,,
8/12/2015,119.97,,
8/13/2015,119.96,,
8/14/2015,119.37,,
8/17/2015,120.27,,
8/18/2015,124.34,,
8/19/2015,122.14,,
8/20/2015,118.76,,
8/21/2015,118.76,,
8/24/2015,129.46,,
8/25/2015,126.78,,
8/26/2015,124.35,,
8/27/2015,126.31,,
8/28/2015,130.38,,
8/31/2015,129.36,,
9/1/2015,125.35,,
9/2/2015,125.35,,
9/3/2015,132.43,,
9/4/2015,142.19,,
9/8/2015,132.37,,
9/9/2015,137.03,,
9/10/2015,131.42,,
9/11/2015,118.18,,
9/14/2015,142.93,,
9/15/2015,136,,
9/16/2015,142.16,,
9/17/2015,137.49,,
9/18/2015,119.47,,
9/21/2015,135.45,,
9/22/2015,135.94,,
9/23/2015,136.71,,
9/24/2015,134.03,,
9/25/2015,135.16,,
9/28/2015,134.18,,
9/29/2015,136.71,,
9/30/2015,113.9,,
10/1/2015,124.81,,
10/2/2015,115.75,,
10/5/2015,132.83,,
10/6/2015,129.32,,
10/7/2015,132.39,,
10/8/2015,136.69,,
10/9/2015,134.66,,
10/12/2015,137.25,,
10/13/2015,133.81,,
10/14/2015,135.82,,
10/15/2015,144.72,,
10/16/2015,135.04,,
10/19/2015,139.92,,
10/20/2015,140.7,,
10/21/2015,133.07,,
10/22/2015,121.02,,
10/23/2015,135.62,,
10/26/2015,132.29,,
10/27/2015,132.17,,
10/28/2015,134.43,,
10/29/2015,134.64,,
10/30/2015,125.77,,
11/2/2015,138.78,,
11/3/2015,137.4,,
11/4/2015,134.44,,
11/5/2015,135.21,,
11/6/2015,137.75,,
11/9/2015,134.34,,
11/10/2015,132.24,,
11/11/2015,132.44,,
11/12/2015,136.93,,
11/13/2015,139.5,,
11/16/2015,131.77,,
11/17/2015,136.97,,
11/18/2015,136.86,,
11/19/2015,139.17,,
11/20/2015,126.86,,
11/23/2015,139.51,,
11/24/2015,138.17,,
11/25/2015,139.45,,
11/27/2015,137.66,,
11/30/2015,127.25,,
12/1/2015,135.57,,
12/2/2015,132.66,,
12/3/2015,135.26,,
12/4/2015,136.31,,
12/7/2015,136.77,,
12/8/2015,131.25,,
12/9/2015,134.26,,
12/10/2015,134.94,,
12/11/2015,146.53,,
12/14/2015,140.92,,
12/15/2015,143.35,,
12/16/2015,135.5,,
12/17/2015,131.2,,
12/18/2015,140.84,,
12/21/2015,125.18,,
12/22/2015,133.63,,
12/23/2015,134.69,,
12/24/2015,128.78,,
12/28/2015,136.29,,
12/29/2015,139.26,,
12/30/2015,143,,
12/31/2015,124.43,,
1/4/2016,140,,
1/5/2016,135.07,,
1/6/2016,135.07,,
1/7/2016,135.94,,
1/8/2016,138.83,,
1/11/2016,142.52,,
1/12/2016,138.67,,
1/13/2016,145.88,,
1/14/2016,138.79,,
1/15/2016,145.03,,
1/19/2016,137.9,,
1/20/2016,134.82,,
1/21/2016,132.99,,
1/22/2016,133.64,,
1/25/2016,132.27,,
1/26/2016,129.53,,
1/27/2016,129.06,,
1/28/2016,129.23,,
1/29/2016,120.86,,
2/1/2016,126.38,,
2/2/2016,119.83,,
2/3/2016,122.04,,
2/4/2016,122.69,,
2/5/2016,119.01,,
2/8/2016,120.25,,
2/9/2016,120.74,,
2/10/2016,120.36,,
2/11/2016,122.38,,
2/12/2016,117.75,,
2/16/2016,125.77,,
2/17/2016,124.99,,
2/18/2016,125.33,,
2/19/2016,123.61,,
2/22/2016,117.46,,
2/23/2016,119.67,,
2/24/2016,119.46,,
2/25/2016,122.02,,
2/26/2016,118.65,,
2/29/2016,117.68,,
3/1/2016,119.81,,
3/2/2016,122.35,,
3/3/2016,125.27,,
3/4/2016,121.65,,
3/7/2016,124.01,,
3/8/2016,123.53,,
3/9/2016,123.47,,
3/10/2016,130.04,,
3/11/2016,128.99,,
3/14/2016,133.3,,
3/15/2016,132.45,,
3/16/2016,125.42,,
3/17/2016,126.65,,
3/18/2016,126.75,,
3/21/2016,129.35,,
3/22/2016,130.99,,
3/23/2016,129.67,,
3/24/2016,119.02,,
3/28/2016,127.74,,
3/29/2016,132.61,,
3/30/2016,128.67,,
3/31/2016,122.03,,
4/1/2016,124.03,,
4/4/2016,125.23,,
4/5/2016,120.27,,
4/6/2016,125.06,,
4/7/2016,125.13,,
4/8/2016,113.84,,
4/11/2016,119.13,,
4/12/2016,126.17,,
4/13/2016,127.13,,
4/14/2016,126.23,,
4/15/2016,123.1,,
4/18/2016,120.55,,
4/19/2016,126.19,,
4/20/2016,126.2,,
4/21/2016,127.06,,
4/22/2016,123.25,,
4/25/2016,126.78,,
4/26/2016,127.4,,
4/27/2016,126.09,,
4/28/2016,125.44,,
4/29/2016,126.49,,
5/2/2016,127.67,,
5/3/2016,125.94,,
5/4/2016,124.31,,
5/5/2016,123.74,,
5/6/2016,120.82,,
5/9/2016,123.17,,
5/10/2016,124.1,,
5/11/2016,122.19,,
5/12/2016,123.52,,
5/13/2016,121.46,,
5/16/2016,124.13,,
5/17/2016,122.96,,
5/18/2016,122.22,,
5/19/2016,123.66,,
5/20/2016,125.61,,
5/23/2016,124.74,,
5/24/2016,124.74,,
5/25/2016,127.13,,
5/26/2016,129.28,,
5/27/2016,129.61,,
5/31/2016,127.7,,
6/1/2016,132.46,,
6/2/2016,134.15,,
6/3/2016,125.04,,
6/6/2016,125.57,,
6/7/2016,128.54,,
6/8/2016,129.23,,
6/9/2016,129.31,,
6/10/2016,133.67,,
6/13/2016,137.49,,
6/14/2016,138.02,,
6/15/2016,140.91,,
6/16/2016,142.5,,
6/17/2016,137.94,,
6/20/2016,137.81,,
6/21/2016,135.92,,
6/22/2016,136.48,,
6/23/2016,145.7,,
6/24/2016,142.92,,
6/27/2016,136.43,,
6/28/2016,153.66,,
6/29/2016,136.46,,
6/30/2016,140.58,,
7/1/2016,128.53,,
7/5/2016,125.35,,
7/6/2016,123.14,,
7/7/2016,124.72,,
7/8/2016,127.2,,
7/11/2016,125.03,,
7/12/2016,126.1,,
7/13/2016,127.29,,
7/14/2016,128.28,,
7/15/2016,129.76,,
7/18/2016,125.38,,
7/19/2016,129.92,,
7/20/2016,128.49,,
7/21/2016,128.01,,
7/22/2016,128.36,,
7/25/2016,129.65,,
7/26/2016,130.02,,
7/27/2016,125.68,,
7/28/2016,128.51,,
7/29/2016,128.25,,
8/1/2016,128.01,,
8/2/2016,129.25,,
