Date,Open,High,Low,Close,Adj Close,Volume
2009-11-23,41185.281250,41410.558594,39577.601563,39731.199219,39731.199219,2700
2009-11-24,39772.160156,40673.281250,39290.878906,39331.839844,39331.839844,1400
2009-11-25,39004.160156,39577.601563,38420.480469,38645.761719,38645.761719,2000
2009-11-27,43069.441406,43161.601563,39936.000000,41082.878906,41082.878906,2300
2009-11-30,40826.878906,41850.878906,40611.839844,41246.718750,41246.718750,1700
2009-12-01,40550.398438,40673.281250,39424.000000,39720.960938,39720.960938,1000
2009-12-02,39669.761719,40028.160156,38922.238281,39516.160156,39516.160156,1600
2009-12-03,39311.359375,40417.281250,38809.601563,40335.359375,40335.359375,1400
2009-12-04,38819.839844,40140.800781,38512.640625,39362.558594,39362.558594,2400
2009-12-07,39639.039063,39833.601563,38830.078125,39034.878906,39034.878906,1500
2009-12-08,39833.601563,40550.398438,39526.398438,40120.320313,40120.320313,1600
2009-12-09,40335.359375,40509.441406,39710.718750,39884.800781,39884.800781,1000
2009-12-10,39424.000000,39608.320313,39034.878906,39208.960938,39208.960938,700
2009-12-11,39116.800781,39424.000000,38717.441406,39014.398438,39014.398438,1500
2009-12-14,38707.199219,39096.320313,38195.199219,38297.601563,38297.601563,1100
2009-12-15,38758.398438,38758.398438,37580.800781,37703.679688,37703.679688,1400
2009-12-16,37539.839844,37765.121094,36055.039063,36229.121094,36229.121094,1900
2009-12-17,36864.000000,37058.558594,36433.921875,36710.398438,36710.398438,1400
2009-12-18,36382.718750,36751.359375,35973.121094,36085.761719,36085.761719,700
2009-12-21,35942.398438,36044.800781,34928.640625,34949.121094,34949.121094,1700
2009-12-22,34631.679688,34764.800781,33996.800781,34160.640625,34160.640625,1700
2009-12-23,33873.921875,34068.480469,33382.398438,33669.121094,33669.121094,1000
2009-12-24,33658.878906,33669.121094,32931.839844,33382.398438,33382.398438,300
2009-12-28,33382.398438,33740.800781,32942.078125,33392.640625,33392.640625,1300
2009-12-29,33382.398438,33382.398438,32808.960938,33382.398438,33382.398438,1400
2009-12-30,33597.441406,34170.878906,33280.000000,33976.320313,33976.320313,3800
2009-12-31,33914.878906,34908.160156,33566.718750,34887.679688,34887.679688,3500
2010-01-04,34017.281250,34037.761719,33423.359375,33495.039063,33495.039063,3500
2010-01-05,33546.238281,33587.199219,32798.718750,32860.160156,32860.160156,3100
2010-01-06,32768.000000,32870.398438,31754.240234,31948.800781,31948.800781,4300
